Source,Target,Type,Id,Label
"BB","QU","Undirected","108","3.8.20"
"GU","QU","Undirected","109","3.8.20"
"JV","TH","Undirected","110","3.8.20"
"QU","TH","Undirected","111","3.8.20"
"BB","TH","Undirected","112","3.8.20"
"GU","TH","Undirected","113","3.8.20"
"QU","TH","Undirected","114","3.8.20"
"JV","TH","Undirected","115","3.8.20"
"TH","TM","Undirected","116","3.8.20"
"BB","GU","Undirected","117","3.8.20"
"BB","QU","Undirected","118","3.8.20"
"BB","JV","Undirected","119","3.8.20"
"BB","TM","Undirected","120","3.8.20"
"GU","QU","Undirected","121","3.8.20"
"GU","JV","Undirected","122","3.8.20"
"GU","TM","Undirected","123","3.8.20"
"JV","QU","Undirected","124","3.8.20"
"QU","TM","Undirected","125","3.8.20"
"JV","TM","Undirected","126","3.8.20"
"JV","TH","Undirected","127","3.8.20"
"MA","PN","Undirected","128","3.8.20"
"PN","TH","Undirected","129","3.8.20"
"TH","TM","Undirected","130","3.8.20"
"JA","TH","Undirected","131","3.8.20"
"JA","TH","Undirected","132","3.8.21"
"BB","TH","Undirected","133","3.8.21"
"BB","JA","Undirected","134","3.8.21"
"TH","TM","Undirected","135","3.8.21"
"JA","TM","Undirected","136","3.8.21"
"JA","TH","Undirected","137","3.8.21"
"BB","JA","Undirected","138","3.8.21"
"BJ","JA","Undirected","139","3.8.21"
"DU","JA","Undirected","140","3.8.21"
"GU","JA","Undirected","141","3.8.21"
"JA","QU","Undirected","142","3.8.21"
"JA","PN","Undirected","143","3.8.21"
"BB","BJ","Undirected","144","3.8.21"
"BB","DU","Undirected","145","3.8.21"
"BB","GU","Undirected","146","3.8.21"
"BB","QU","Undirected","147","3.8.21"
"BB","PN","Undirected","148","3.8.21"
"BJ","DU","Undirected","149","3.8.21"
"BJ","GU","Undirected","150","3.8.21"
"BJ","QU","Undirected","151","3.8.21"
"BJ","PN","Undirected","152","3.8.21"
"DU","GU","Undirected","153","3.8.21"
"DU","QU","Undirected","154","3.8.21"
"DU","PN","Undirected","155","3.8.21"
"GU","QU","Undirected","156","3.8.21"
"GU","PN","Undirected","157","3.8.21"
"PN","QU","Undirected","158","3.8.21"
"JA","JV","Undirected","159","3.8.21"
"BU","GA","Undirected","160","3.8.22"
