Source,Target,Type,Id,Label
"BO","JO","Undirected","104","5.1.21"
"CM","FE","Undirected","105","5.1.21"
"FE","JO","Undirected","106","5.1.21"
"CM","JO","Undirected","107","5.1.21"
"EN","MA","Undirected","108","5.1.22"
"EN","GT","Undirected","109","5.1.23"
"EN","GV","Undirected","110","5.1.23"
"GT","GV","Undirected","111","5.1.23"
"JV","MA","Undirected","112","5.1.24"
"JV","MA","Undirected","113","5.3.1"
"JV","MA","Undirected","114","5.3.2"
"JV","SW","Undirected","115","5.3.2"
"JA","TH","Undirected","116","5.3.3"
"JV","MA","Undirected","117","5.3.4"
"JV","MA","Undirected","118","5.3.5"
"JV","MA","Undirected","119","5.3.6"
"JV","MA","Undirected","120","5.3.7"
"JV","TH","Undirected","121","5.3.8"
"JA","JV","Undirected","122","5.3.9"
"JV","MA","Undirected","123","5.3.9"
"JA","MA","Undirected","124","5.3.9"
"JA","JV","Undirected","125","5.3.10"
"JV","MA","Undirected","126","5.3.10"
"JA","MA","Undirected","127","5.3.10"
"CX","JA","Undirected","128","5.3.10"
"BQ","CX","Undirected","129","5.3.10"
"BQ","NI","Undirected","130","5.3.10"
"BQ","DG","Undirected","131","5.3.10"
"MG","NI","Undirected","132","5.3.10"
"MA","NI","Undirected","133","5.3.10"
"MA","MG","Undirected","134","5.3.10"
"JA","JV","Undirected","135","5.3.10"
"JA","JV","Undirected","136","5.3.11"
"BQ","CX","Undirected","137","5.3.12"
"BQ","MA","Undirected","138","5.3.12"
"CX","MA","Undirected","139","5.3.12"
"DG","MA","Undirected","140","5.3.12"
"BQ","NI","Undirected","141","5.3.12"
"GI","MA","Undirected","142","5.3.12"
"DG","GI","Undirected","143","5.3.12"
"GI","MA","Undirected","144","5.5.3"
"CO","MA","Undirected","145","5.5.4"
"CO","GI","Undirected","146","5.5.4"
"CO","JV","Undirected","147","5.5.4"
"CO","MG","Undirected","148","5.5.4"
"GI","MA","Undirected","149","5.5.4"
"JV","MA","Undirected","150","5.5.4"
"MA","MG","Undirected","151","5.5.4"
"GI","JV","Undirected","152","5.5.4"
"GI","MG","Undirected","153","5.5.4"
"JV","MG","Undirected","154","5.5.4"
"GI","MA","Undirected","155","5.5.6"
"CO","GI","Undirected","156","5.5.6"
"CO","MA","Undirected","157","5.5.6"
"JV","MA","Undirected","158","5.5.7"
"JV","MA","Undirected","159","5.5.8"
"GI","MA","Undirected","160","5.6.1"
"CO","MA","Undirected","161","5.6.1"
"AZ","TH","Undirected","162","5.6.1"
"CO","MA","Undirected","163","5.6.2"
"JV","MA","Undirected","164","5.6.2"
"GI","MA","Undirected","165","5.6.2"
"MA","MG","Undirected","166","5.6.2"
"CO","JV","Undirected","167","5.6.2"
"CO","GI","Undirected","168","5.6.2"
"CO","MG","Undirected","169","5.6.2"
"GI","JV","Undirected","170","5.6.2"
"JV","MG","Undirected","171","5.6.2"
"GI","MG","Undirected","172","5.6.2"
"BQ","GI","Undirected","173","5.6.2"
"BQ","JV","Undirected","174","5.7.1"
"JV","MA","Undirected","175","5.7.1"
"JV","MA","Undirected","176","5.7.1"
"CO","MA","Undirected","177","5.7.1"
"CO","JV","Undirected","178","5.7.1"
"JV","MA","Undirected","179","5.7.1"
"CO","JV","Undirected","180","5.8.1"
"CO","JV","Undirected","181","5.8.2"
"BQ","JV","Undirected","182","5.8.3"
"CO","JV","Undirected","183","5.8.3"
"CO","MA","Undirected","184","5.9.1"
"CY","JV","Undirected","185","5.9.2"
"CY","CZ","Undirected","186","5.9.2"
"CY","DJ","Undirected","187","5.9.2"
"DJ","JV","Undirected","188","5.9.2"
"MA","TH","Undirected","189","5.9.4"
"CO","MA","Undirected","190","5.9.4"
"CO","JV","Undirected","191","5.9.5"
"JV","MA","Undirected","192","5.9.5"
"CO","MA","Undirected","193","5.9.5"
"DJ","MA","Undirected","194","5.9.5"
"CY","DJ","Undirected","195","5.9.5"
