Id,Label,name,description,ebcU,fgcU,wtc4U,wtc5U,wtc6U,sgcU,infU,louU,optU,eigU,ebcW,fgcW,wtc4W,wtc5W,wtc6W,sgcW,infW,louW,optW,eigW,ebcUcolor,fgcUcolor,wtc4Ucolor,wtc5Ucolor,wtc6Ucolor,sgcUcolor,infUcolor,louUcolor,optUcolor,eigUcolor,ebcWcolor,fgcWcolor,wtc4Wcolor,wtc5Wcolor,wtc6Wcolor,sgcWcolor,infWcolor,louWcolor,optWcolor,eigWcolor
10.0,Bossuet,BO,"Bossuet (Lesgle), member, Friends of the ABC",4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,#CBBF54,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#71CF9F,#99D05F,#65C3CC,#BBAD88,#DA73CF,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#71CF9F,#99D05F,#65C3CC,#BBAD88
11.0,Courfeyrac,CR,"Courfeyrac, member, Friends of the ABC",4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,#CBBF54,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#71CF9F,#99D05F,#65C3CC,#BBAD88,#83D64E,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#71CF9F,#99D05F,#65C3CC,#BBAD88
12.0,Bahorel,BA,"Bahorel, member, Friends of the ABC",4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,#CBBF54,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#71CF9F,#99D05F,#65C3CC,#BBAD88,#DA73CF,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#71CF9F,#99D05F,#65C3CC,#BBAD88
13.0,Combeferre,CM,"Combeferre, member, Friends of the ABC",4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,#CBBF54,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#71CF9F,#99D05F,#65C3CC,#BBAD88,#DA73CF,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#71CF9F,#99D05F,#65C3CC,#BBAD88
14.0,Enjolras,EN,"Enjolras, chief of Friends of the ABC",4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,#CBBF54,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#71CF9F,#99D05F,#65C3CC,#BBAD88,#E47E64,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#71CF9F,#99D05F,#65C3CC,#BBAD88
15.0,Grantaire,GT,"Grantaire, Friends of the ABC skeptic",4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,#CBBF54,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#71CF9F,#99D05F,#65C3CC,#BBAD88,#DA73CF,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#71CF9F,#99D05F,#65C3CC,#BBAD88
16.0,Cosette,CO,"Cosette, daughter of Fantine",1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,#68BDD5,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#71CF9F,#99D05F,#65C3CC,#BBAD88,#7DA5E0,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#71CF9F,#99D05F,#65C3CC,#BBAD88
17.0,M. Mabeuf,MM,"M. Mabeuf, warden of St. Sulpice, bibliophile",3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,#E48063,#CF7BCE,#65C3CC,#65C3CC,#65C3CC,#79D269,#E47E64,#CF7BCE,#DE9159,#BBAD88,#CDBA54,#CF7BCE,#65C3CC,#65C3CC,#65C3CC,#D07AD3,#E47E64,#CF7BCE,#DE9159,#BBAD88
18.0,Jean Valjean,JV,Jean Valjean,1.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,#68BDD5,#99D05F,#99D05F,#99D05F,#99D05F,#E48063,#7DA5E0,#DE9159,#CF7BCE,#BBAD88,#7DA5E0,#99D05F,#99D05F,#99D05F,#99D05F,#68BDD5,#7DA5E0,#DE9159,#CF7BCE,#BBAD88
19.0,Mme Burgon,BU,"Mme Burgon (aka Bougon), new concierge at the Gorbeau tenement",5.0,2.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,4.0,6.0,4.0,2.0,1.0,#D07AD3,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#83D64E,#99D05F,#65C3CC,#BBAD88,#83D64E,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#83D64E,#99D05F,#65C3CC,#BBAD88
20.0,Prouvaire,JP,"Prouvaire, member Friends of the ABC",4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,#CBBF54,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#71CF9F,#99D05F,#65C3CC,#BBAD88,#83D64E,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#71CF9F,#99D05F,#65C3CC,#BBAD88
21.0,Gueulemer,GU,"Gueulemer, member of Patron-Minette",1.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,#68BDD5,#99D05F,#99D05F,#99D05F,#99D05F,#D07AD3,#7DA5E0,#65C3CC,#99D05F,#BBAD88,#7DA5E0,#99D05F,#99D05F,#99D05F,#99D05F,#E48063,#7DA5E0,#65C3CC,#99D05F,#BBAD88
22.0,Parisian coachman,CG,Coachman by Gorbeau tenement,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,#68BDD5,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#71CF9F,#99D05F,#65C3CC,#BBAD88,#E47E64,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#71CF9F,#99D05F,#65C3CC,#BBAD88
23.0,Panchaud,PN,"Panchaud, a criminal aka as Printanier, Bigrenaille",1.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,#68BDD5,#99D05F,#99D05F,#99D05F,#99D05F,#D07AD3,#7DA5E0,#65C3CC,#99D05F,#BBAD88,#7DA5E0,#99D05F,#99D05F,#99D05F,#99D05F,#E48063,#7DA5E0,#65C3CC,#99D05F,#BBAD88
24.0,Brujon,BJ,"Brujon, criminal, associate of Patron-Minette",1.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,#68BDD5,#99D05F,#99D05F,#99D05F,#99D05F,#D07AD3,#7DA5E0,#65C3CC,#99D05F,#BBAD88,#7DA5E0,#99D05F,#99D05F,#99D05F,#99D05F,#E48063,#7DA5E0,#65C3CC,#99D05F,#BBAD88
25.0,Deuxmilliards,DU,"Deux-millards, aka Demi-liard, a criminal",1.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,#68BDD5,#99D05F,#99D05F,#99D05F,#99D05F,#D07AD3,#7DA5E0,#65C3CC,#99D05F,#BBAD88,#7DA5E0,#99D05F,#99D05F,#99D05F,#99D05F,#E48063,#7DA5E0,#65C3CC,#99D05F,#BBAD88
26.0,Javert,JA,"Javert, police officer",1.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,#68BDD5,#99D05F,#99D05F,#99D05F,#99D05F,#D07AD3,#7DA5E0,#65C3CC,#99D05F,#BBAD88,#7DA5E0,#99D05F,#99D05F,#99D05F,#99D05F,#E48063,#7DA5E0,#65C3CC,#99D05F,#BBAD88
27.0,Boulatruelle,BZ,"Boulatruelle, former convict and road mender in Montfermeil",1.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,#68BDD5,#99D05F,#99D05F,#99D05F,#99D05F,#D07AD3,#7DA5E0,#65C3CC,#99D05F,#BBAD88,#7DA5E0,#99D05F,#99D05F,#99D05F,#99D05F,#E48063,#7DA5E0,#65C3CC,#99D05F,#BBAD88
28.0,Babet,BB,"Babet, member, Patron-Minette",1.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,#68BDD5,#99D05F,#99D05F,#99D05F,#99D05F,#D07AD3,#7DA5E0,#65C3CC,#99D05F,#BBAD88,#7DA5E0,#99D05F,#99D05F,#99D05F,#99D05F,#E48063,#7DA5E0,#65C3CC,#99D05F,#BBAD88
29.0,Claquesous,QU,"Claquesous, member of Patron-Minette,aka Le Cabuc",1.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,#68BDD5,#99D05F,#99D05F,#99D05F,#99D05F,#D07AD3,#7DA5E0,#65C3CC,#99D05F,#BBAD88,#7DA5E0,#99D05F,#99D05F,#99D05F,#99D05F,#E48063,#7DA5E0,#65C3CC,#99D05F,#BBAD88
30.0,Mme Thénardier,TM,"Madame Thénardier, wife of Thénardier",1.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,#68BDD5,#99D05F,#99D05F,#99D05F,#99D05F,#E48063,#7DA5E0,#DE9159,#CF7BCE,#BBAD88,#7DA5E0,#99D05F,#99D05F,#99D05F,#99D05F,#68BDD5,#7DA5E0,#DE9159,#CF7BCE,#BBAD88
31.0,Magnon,MN,"Magnon, servant of Gillenormand",2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,#79D269,#DE9159,#DE9159,#DE9159,#DE9159,#CBBF54,#CDBA54,#99D05F,#65C3CC,#BBAD88,#71CF9F,#DE9159,#DE9159,#DE9159,#DE9159,#79D269,#CDBA54,#99D05F,#65C3CC,#BBAD88
32.0,Mlle Vaubois,MV,"Mlle Vaubois, friend of Mlle Gillenormand",2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,#79D269,#DE9159,#DE9159,#DE9159,#DE9159,#CBBF54,#CDBA54,#99D05F,#65C3CC,#BBAD88,#71CF9F,#DE9159,#DE9159,#DE9159,#DE9159,#79D269,#CDBA54,#99D05F,#65C3CC,#BBAD88
33.0,Théodule,TG,"Lieutenant Théodule Gillenormand, grandnephew of Gillenormand",2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,#79D269,#DE9159,#DE9159,#DE9159,#DE9159,#CBBF54,#CDBA54,#99D05F,#65C3CC,#BBAD88,#71CF9F,#DE9159,#DE9159,#DE9159,#DE9159,#79D269,#CDBA54,#99D05F,#65C3CC,#BBAD88
34.0,Count Lamothe,LA,"Count Lamothe, member of Baroness de T-'s salon",2.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,1.0,#79D269,#DE9159,#DE9159,#DE9159,#DE9159,#CBBF54,#DA73CF,#99D05F,#65C3CC,#BBAD88,#71CF9F,#DE9159,#DE9159,#DE9159,#DE9159,#79D269,#DA73CF,#99D05F,#65C3CC,#BBAD88
35.0,Pontmercy's servant,WP,Woman servant to Colonel Pontmercy,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,#E48063,#CF7BCE,#65C3CC,#65C3CC,#65C3CC,#79D269,#E47E64,#CF7BCE,#DE9159,#BBAD88,#CDBA54,#CF7BCE,#65C3CC,#65C3CC,#65C3CC,#D07AD3,#E47E64,#CF7BCE,#DE9159,#BBAD88
36.0,Napoleon,NP,"Napoleon, Emperor of France",3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,#E48063,#CF7BCE,#65C3CC,#65C3CC,#65C3CC,#79D269,#E47E64,#CF7BCE,#DE9159,#BBAD88,#CDBA54,#CF7BCE,#65C3CC,#65C3CC,#65C3CC,#D07AD3,#E47E64,#CF7BCE,#DE9159,#BBAD88
37.0,Mme Pontmercy,MP,"Mme Pontmercy, younger daughter of Gillenormand",3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,#E48063,#CF7BCE,#65C3CC,#65C3CC,#65C3CC,#79D269,#E47E64,#CF7BCE,#DE9159,#BBAD88,#CDBA54,#CF7BCE,#65C3CC,#65C3CC,#65C3CC,#D07AD3,#E47E64,#CF7BCE,#DE9159,#BBAD88
38.0,Joly,JO,"Joly, member Friends of the ABC",4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,#CBBF54,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#71CF9F,#99D05F,#65C3CC,#BBAD88,#DA73CF,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#71CF9F,#99D05F,#65C3CC,#BBAD88
39.0,Mother Plutarch,PL,"Mother Plutarch, housekeeper of M. Mabeuf",3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,#E48063,#CF7BCE,#65C3CC,#65C3CC,#65C3CC,#79D269,#E47E64,#CF7BCE,#DE9159,#BBAD88,#CDBA54,#CF7BCE,#65C3CC,#65C3CC,#65C3CC,#D07AD3,#E47E64,#CF7BCE,#DE9159,#BBAD88
40.0,Marius's servant,SR,Servant to Marius at Garbeau tenement,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,#68BDD5,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#71CF9F,#99D05F,#65C3CC,#BBAD88,#E47E64,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#71CF9F,#99D05F,#65C3CC,#BBAD88
41.0,"Porter, r. de l'Ouest",PS,"Porter, rue de l'Ouest",1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,#68BDD5,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#71CF9F,#99D05F,#65C3CC,#BBAD88,#E47E64,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#71CF9F,#99D05F,#65C3CC,#BBAD88
42.0,Gavroche,GA,"Gavroche, son of the Thénardiers",5.0,2.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,4.0,6.0,4.0,2.0,1.0,#D07AD3,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#68BDD5,#83D64E,#99D05F,#65C3CC,#BBAD88,#83D64E,#65C3CC,#CF7BCE,#CF7BCE,#CF7BCE,#CBBF54,#83D64E,#99D05F,#65C3CC,#BBAD88
