Id,Label,name,description,ebcU,fgcU,wtc4U,wtc5U,wtc6U,sgcU,infU,louU,optU,eigU,ebcW,fgcW,wtc4W,wtc5W,wtc6W,sgcW,infW,louW,optW,eigW,ebcUcolor,fgcUcolor,wtc4Ucolor,wtc5Ucolor,wtc6Ucolor,sgcUcolor,infUcolor,louUcolor,optUcolor,eigUcolor,ebcWcolor,fgcWcolor,wtc4Wcolor,wtc5Wcolor,wtc6Wcolor,sgcWcolor,infWcolor,louWcolor,optWcolor,eigWcolor
10.0,Chastelar mayor,MH,Mayor of Chastelar,1.0,5.0,1.0,6.0,4.0,16.0,5.0,5.0,1.0,2.0,1.0,5.0,1.0,6.0,4.0,12.0,5.0,5.0,1.0,2.0,#D78DCC,#D66CDD,#D78DCD,#96A142,#E18A34,#C6DE8A,#E057E5,#D86CDC,#BBAD88,#6ECC86,#D78DCD,#D66CDD,#D78DCD,#96A142,#E18A34,#71AADE,#E057E5,#D86CDC,#BBAD88,#6ECC86
11.0,Mountain curé,CB,Curé in the mountains near Digne,1.0,5.0,1.0,6.0,4.0,16.0,5.0,5.0,1.0,2.0,1.0,5.0,1.0,6.0,4.0,12.0,5.0,5.0,1.0,2.0,#D78DCC,#D66CDD,#D78DCD,#96A142,#E18A34,#C6DE8A,#E057E5,#D86CDC,#BBAD88,#6ECC86,#D78DCD,#D66CDD,#D78DCD,#96A142,#E18A34,#71AADE,#E057E5,#D86CDC,#BBAD88,#6ECC86
12.0,Cravatte,CV,"Cravatte, mountain bandit",1.0,5.0,1.0,6.0,4.0,16.0,5.0,5.0,1.0,2.0,1.0,5.0,1.0,6.0,4.0,12.0,5.0,5.0,1.0,2.0,#D78DCC,#D66CDD,#D78DCD,#96A142,#E18A34,#C6DE8A,#E057E5,#D86CDC,#BBAD88,#6ECC86,#D78DCD,#D66CDD,#D78DCD,#96A142,#E18A34,#71AADE,#E057E5,#D86CDC,#BBAD88,#6ECC86
13.0,Conventionist,GG,"G--, a Convenionist",1.0,5.0,14.0,12.0,12.0,16.0,15.0,5.0,1.0,2.0,1.0,5.0,14.0,12.0,12.0,12.0,15.0,5.0,1.0,2.0,#D78DCC,#D66CDD,#DE8A82,#839AE2,#839AE2,#C6DE8A,#62E382,#D86CDC,#BBAD88,#6ECC86,#D78DCD,#D66CDD,#DE8A82,#839AE2,#839AE2,#71AADE,#62E382,#D86CDC,#BBAD88,#6ECC86
14.0,"Gendarme, Digne",GD,Gendarme in Digne,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,15.0,1.0,3.0,1.0,3.0,#69D19D,#6ED0A3,#ED5E96,#EE636D,#D590D1,#67D397,#D18FD6,#E57A96,#BBAD88,#EC6B42,#67D397,#6ED0A3,#ED5E96,#EE636D,#D590D1,#64D94A,#D18FD6,#E57A96,#BBAD88,#EC6B42
15.0,Labarre,JL,"Labarre, innkeeper in Digne",3.0,2.0,6.0,1.0,15.0,2.0,12.0,3.0,1.0,3.0,3.0,2.0,6.0,1.0,15.0,15.0,12.0,3.0,1.0,3.0,#EE5A96,#6ED0A3,#C4E243,#D590D1,#5EE549,#67D397,#7BA1E0,#E57A96,#BBAD88,#EC6B42,#ED5E96,#6ED0A3,#C4E243,#D590D1,#5EE549,#64D94A,#7BA1E0,#E57A96,#BBAD88,#EC6B42
16.0,Jean Valjean,JV,Jean Valjean,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,15.0,1.0,3.0,1.0,3.0,#69D19D,#6ED0A3,#ED5E96,#EE636D,#D590D1,#67D397,#D18FD6,#E57A96,#BBAD88,#EC6B42,#67D397,#6ED0A3,#ED5E96,#EE636D,#D590D1,#64D94A,#D18FD6,#E57A96,#BBAD88,#EC6B42
17.0,"Fisherman, Digne",FM,Fisherman in Digne,3.0,2.0,6.0,1.0,15.0,2.0,12.0,3.0,1.0,3.0,3.0,2.0,6.0,1.0,15.0,15.0,12.0,3.0,1.0,3.0,#EE5A96,#6ED0A3,#C4E243,#D590D1,#5EE549,#67D397,#7BA1E0,#E57A96,#BBAD88,#EC6B42,#ED5E96,#6ED0A3,#C4E243,#D590D1,#5EE549,#64D94A,#7BA1E0,#E57A96,#BBAD88,#EC6B42
18.0,"Jailer, Digne",JD,Jailer in the prison of Digne,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,15.0,1.0,3.0,1.0,3.0,#69D19D,#6ED0A3,#ED5E96,#EE636D,#D590D1,#67D397,#D18FD6,#E57A96,#BBAD88,#EC6B42,#67D397,#6ED0A3,#ED5E96,#EE636D,#D590D1,#64D94A,#D18FD6,#E57A96,#BBAD88,#EC6B42
19.0,Digne peasant,PD,"Peasant in Digne, whom Valjean asks for food",4.0,2.0,11.0,10.0,8.0,6.0,16.0,3.0,1.0,3.0,4.0,2.0,11.0,10.0,8.0,1.0,17.0,3.0,1.0,3.0,#DA9934,#6ED0A3,#5CD1D2,#B17BE8,#59AE75,#C4E243,#DAC17B,#E57A96,#BBAD88,#EC6B42,#DF8D38,#6ED0A3,#5CD1D2,#B17BE8,#59AE75,#D78DCD,#BCE28F,#E57A96,#BBAD88,#EC6B42
20.0,Valjean's sister,JM,"Jeanne, sister of Valjean",5.0,7.0,4.0,22.0,22.0,10.0,11.0,6.0,1.0,3.0,5.0,7.0,4.0,22.0,22.0,13.0,11.0,6.0,1.0,3.0,#E258E0,#C6C257,#DF8D38,#61DBCC,#61DBCC,#9688E8,#5AC3D8,#B6BC6B,#BBAD88,#EC6B42,#DF5CE1,#C6C257,#DF8D38,#61DBCC,#61DBCC,#EF6443,#5AC3D8,#B6BC6B,#BBAD88,#EC6B42
21.0,Isabeau,IS,"Isabeau, baker in Faverolles",2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,15.0,1.0,3.0,1.0,3.0,#69D19D,#6ED0A3,#ED5E96,#EE636D,#D590D1,#67D397,#D18FD6,#E57A96,#BBAD88,#EC6B42,#67D397,#6ED0A3,#ED5E96,#EE636D,#D590D1,#64D94A,#D18FD6,#E57A96,#BBAD88,#EC6B42
22.0,Sister's son,JN,Youngest son of Valjean's sister,5.0,7.0,4.0,18.0,16.0,10.0,11.0,6.0,1.0,2.0,5.0,7.0,4.0,18.0,16.0,13.0,11.0,6.0,1.0,2.0,#E258E0,#C6C257,#DF8D38,#E0D73A,#DBC981,#9688E8,#5AC3D8,#B6BC6B,#BBAD88,#6ECC86,#DF5CE1,#C6C257,#DF8D38,#E0D73A,#DBC981,#EF6443,#5AC3D8,#B6BC6B,#BBAD88,#6ECC86
23.0,"Foreman, Grasse",DO,Distillery foreman in Grasse,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,15.0,1.0,3.0,1.0,3.0,#69D19D,#6ED0A3,#ED5E96,#EE636D,#D590D1,#67D397,#D18FD6,#E57A96,#BBAD88,#EC6B42,#67D397,#6ED0A3,#ED5E96,#EE636D,#D590D1,#64D94A,#D18FD6,#E57A96,#BBAD88,#EC6B42
24.0,Tholomyès,FT,"Tholomyès, Parisian student, lover of Fantine",6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,#90A347,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED5E96,#D99537,#86A1E0,#BBAD88,#B68EE0,#C4E243,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED6095,#D99537,#86A1E0,#BBAD88,#B68EE0
25.0,Fameuil,FA,"Fameuil, Parisian student, lover of  Zéphine",6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,#90A347,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED5E96,#D99537,#86A1E0,#BBAD88,#B68EE0,#C4E243,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED6095,#D99537,#86A1E0,#BBAD88,#B68EE0
26.0,Blachevelle,BL,"Blachevelle, Parisian student, lover of Favourite",6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,#90A347,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED5E96,#D99537,#86A1E0,#BBAD88,#B68EE0,#C4E243,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED6095,#D99537,#86A1E0,#BBAD88,#B68EE0
27.0,Dahlia,DA,"Dahlia, mistress of Listolier",6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,#90A347,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED5E96,#D99537,#86A1E0,#BBAD88,#B68EE0,#C4E243,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED6095,#D99537,#86A1E0,#BBAD88,#B68EE0
28.0,Fantine,FN,"Fantine, mistress of Tholomyès",6.0,6.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,6.0,6.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,#90A347,#7AD74F,#67D397,#61E491,#61E491,#ED5E96,#D99537,#86A1E0,#BBAD88,#D6A23D,#C4E243,#7AD74F,#67D397,#61E491,#61E491,#ED6095,#D99537,#86A1E0,#BBAD88,#D6A23D
29.0,Favourite,FV,"Favourite, mistress of Blachevelle",6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,#90A347,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED5E96,#D99537,#86A1E0,#BBAD88,#B68EE0,#C4E243,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED6095,#D99537,#86A1E0,#BBAD88,#B68EE0
30.0,Listolier,LI,"Listolier, Parisian student, lover of Dahlia",6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,#90A347,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED5E96,#D99537,#86A1E0,#BBAD88,#B68EE0,#C4E243,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED6095,#D99537,#86A1E0,#BBAD88,#B68EE0
31.0,Waiter,WB,Waiter at Bombarda,6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,6.0,6.0,2.0,20.0,21.0,3.0,4.0,1.0,1.0,10.0,#90A347,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED5E96,#D99537,#86A1E0,#BBAD88,#B68EE0,#C4E243,#7AD74F,#67D397,#C3DF69,#ACE53A,#ED6095,#D99537,#86A1E0,#BBAD88,#B68EE0
32.0,Azelma,AZ,"Azelma, daughter of the Thénardiers",7.0,4.0,3.0,16.0,17.0,12.0,3.0,4.0,1.0,6.0,7.0,4.0,3.0,16.0,17.0,2.0,3.0,4.0,1.0,6.0,#DDCD43,#E0884F,#ED5E96,#DBC981,#ADE19A,#74A7DE,#EE626C,#E0884C,#BBAD88,#B4C069,#D0B83C,#E0884F,#ED5E96,#DBC981,#ADE19A,#67CE8B,#EE626C,#E0884C,#BBAD88,#B4C069
33.0,Eponine,EP,"Eponine, daughter of the Thénardiers",7.0,4.0,3.0,16.0,17.0,12.0,3.0,4.0,1.0,3.0,7.0,4.0,3.0,16.0,17.0,2.0,3.0,4.0,1.0,3.0,#DDCD43,#E0884F,#ED5E96,#DBC981,#ADE19A,#74A7DE,#EE626C,#E0884C,#BBAD88,#EC6B42,#D0B83C,#E0884F,#ED5E96,#DBC981,#ADE19A,#67CE8B,#EE626C,#E0884C,#BBAD88,#EC6B42
34.0,Cosette,CO,"Cosette, daughter of Fantine",8.0,4.0,3.0,3.0,5.0,2.0,1.0,3.0,1.0,3.0,8.0,4.0,3.0,3.0,5.0,15.0,1.0,3.0,1.0,3.0,#64C961,#E0884F,#ED5E96,#EE636D,#E453E4,#67D397,#D18FD6,#E57A96,#BBAD88,#EC6B42,#74AB48,#E0884F,#ED5E96,#EE636D,#E453E4,#64D94A,#D18FD6,#E57A96,#BBAD88,#EC6B42
35.0,Thénardier,TH,"Thénardier, innkeeper in Montfermeil, aka Jondrette",7.0,4.0,3.0,16.0,17.0,12.0,3.0,4.0,1.0,6.0,7.0,4.0,3.0,16.0,17.0,2.0,3.0,4.0,1.0,6.0,#DDCD43,#E0884F,#ED5E96,#DBC981,#ADE19A,#74A7DE,#EE626C,#E0884C,#BBAD88,#B4C069,#D0B83C,#E0884F,#ED5E96,#DBC981,#ADE19A,#67CE8B,#EE626C,#E0884C,#BBAD88,#B4C069
36.0,Dowager M-s-M,DM,Dowager in M-sur-M,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,15.0,1.0,3.0,1.0,3.0,#69D19D,#6ED0A3,#ED5E96,#EE636D,#D590D1,#67D397,#D18FD6,#E57A96,#BBAD88,#EC6B42,#67D397,#6ED0A3,#ED5E96,#EE636D,#D590D1,#64D94A,#D18FD6,#E57A96,#BBAD88,#EC6B42
37.0,Fauchelevent,FF,"Fauchelevent, failed notary turned carter in M-sur-M",9.0,4.0,3.0,3.0,1.0,2.0,10.0,3.0,1.0,3.0,9.0,4.0,3.0,3.0,1.0,15.0,10.0,3.0,1.0,3.0,#D3A06B,#E0884F,#ED5E96,#EE636D,#D590D1,#67D397,#9A81EA,#E57A96,#BBAD88,#EC6B42,#CAA768,#E0884F,#ED5E96,#EE636D,#D590D1,#64D94A,#9A81EA,#E57A96,#BBAD88,#EC6B42
38.0,Javert,JA,"Javert, police officer",7.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,6.0,7.0,4.0,3.0,3.0,1.0,15.0,1.0,3.0,1.0,6.0,#DDCD43,#E0884F,#ED5E96,#EE636D,#D590D1,#67D397,#D18FD6,#E57A96,#BBAD88,#B4C069,#D0B83C,#E0884F,#ED5E96,#EE636D,#D590D1,#64D94A,#D18FD6,#E57A96,#BBAD88,#B4C069
39.0,Mme Thénardier,TM,"Madame Thénardier, wife of Thénardier",7.0,4.0,3.0,16.0,17.0,12.0,3.0,4.0,1.0,6.0,7.0,4.0,3.0,16.0,17.0,2.0,3.0,4.0,1.0,6.0,#DDCD43,#E0884F,#ED5E96,#DBC981,#ADE19A,#74A7DE,#EE626C,#E0884C,#BBAD88,#B4C069,#D0B83C,#E0884F,#ED5E96,#DBC981,#ADE19A,#67CE8B,#EE626C,#E0884C,#BBAD88,#B4C069
40.0,Furniture seller,FD,Secondhand dealer who sold furniture to Fantine,6.0,6.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,6.0,6.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,#90A347,#7AD74F,#67D397,#61E491,#61E491,#ED5E96,#D99537,#86A1E0,#BBAD88,#D6A23D,#C4E243,#7AD74F,#67D397,#61E491,#61E491,#ED6095,#D99537,#86A1E0,#BBAD88,#D6A23D
41.0,Landlord,FL,Fantine's landlord,6.0,6.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,6.0,6.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,#90A347,#7AD74F,#67D397,#61E491,#61E491,#ED5E96,#D99537,#86A1E0,#BBAD88,#D6A23D,#C4E243,#7AD74F,#67D397,#61E491,#61E491,#ED6095,#D99537,#86A1E0,#BBAD88,#D6A23D
42.0,Barber,FB,Barber to whom Fantine sells her hair,6.0,6.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,6.0,6.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,#90A347,#7AD74F,#67D397,#61E491,#61E491,#ED5E96,#D99537,#86A1E0,#BBAD88,#D6A23D,#C4E243,#7AD74F,#67D397,#61E491,#61E491,#ED6095,#D99537,#86A1E0,#BBAD88,#D6A23D
43.0,Bamatabois,BM,"M. Bamatabois, idler of M-sur-M",2.0,2.0,16.0,19.0,20.0,4.0,6.0,2.0,1.0,5.0,2.0,2.0,16.0,19.0,20.0,11.0,6.0,2.0,1.0,5.0,#69D19D,#6ED0A3,#C6DE8A,#E08798,#C3DF69,#DF8D38,#9AA143,#67D1AC,#BBAD88,#E05BDD,#67D397,#6ED0A3,#C6DE8A,#E08798,#C3DF69,#5ED4CD,#9AA143,#67D1AC,#BBAD88,#E05BDD
44.0,Doctor M-s-M,DS,Doctor in M-sur-M hospital,6.0,6.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,6.0,6.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,#90A347,#7AD74F,#67D397,#61E491,#61E491,#ED5E96,#D99537,#86A1E0,#BBAD88,#D6A23D,#C4E243,#7AD74F,#67D397,#61E491,#61E491,#ED6095,#D99537,#86A1E0,#BBAD88,#D6A23D
45.0,Sister Perpétue,SP,"Sister Perpétue, nun at infirmary in M-sur-M",6.0,6.0,2.0,2.0,2.0,3.0,14.0,1.0,1.0,2.0,6.0,6.0,2.0,2.0,2.0,3.0,14.0,1.0,1.0,2.0,#90A347,#7AD74F,#67D397,#61E491,#61E491,#ED5E96,#EC5DAD,#86A1E0,#BBAD88,#6ECC86,#C4E243,#7AD74F,#67D397,#61E491,#61E491,#ED6095,#EC5DAD,#86A1E0,#BBAD88,#6ECC86
46.0,M. Scaufflaire,SC,"M. Scaufflaire, keeper of horses and coaches in M-sur-M",10.0,2.0,12.0,9.0,9.0,13.0,17.0,3.0,1.0,3.0,10.0,2.0,12.0,9.0,9.0,4.0,16.0,3.0,1.0,3.0,#9F84E8,#6ED0A3,#74A7DE,#D6936C,#D6936C,#EF6244,#BCE28F,#E57A96,#BBAD88,#EC6B42,#9688E8,#6ED0A3,#74A7DE,#D6936C,#D6936C,#DD8F39,#DAC17B,#E57A96,#BBAD88,#EC6B42
47.0,Cashier,CI,Cashier at M.Madeleine's manufactory,11.0,2.0,9.0,13.0,14.0,2.0,19.0,3.0,1.0,2.0,11.0,2.0,9.0,13.0,14.0,15.0,19.0,3.0,1.0,2.0,#5CCFD5,#6ED0A3,#CAA768,#F06335,#EC5EAE,#67D397,#DF879F,#E57A96,#BBAD88,#6ECC86,#5CD1D2,#6ED0A3,#CAA768,#F06335,#EC5EAE,#64D94A,#DF879F,#E57A96,#BBAD88,#6ECC86
48.0,Arras coachman,CE,Coachman of the mail to Arras,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,15.0,1.0,3.0,1.0,3.0,#69D19D,#6ED0A3,#ED5E96,#EE636D,#D590D1,#67D397,#D18FD6,#E57A96,#BBAD88,#EC6B42,#67D397,#6ED0A3,#ED5E96,#EE636D,#D590D1,#64D94A,#D18FD6,#E57A96,#BBAD88,#EC6B42
49.0,Stable boy,BH,Stable boy in Hesdin,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,15.0,1.0,3.0,1.0,3.0,#69D19D,#6ED0A3,#ED5E96,#EE636D,#D590D1,#67D397,#D18FD6,#E57A96,#BBAD88,#EC6B42,#67D397,#6ED0A3,#ED5E96,#EE636D,#D590D1,#64D94A,#D18FD6,#E57A96,#BBAD88,#EC6B42
50.0,Wheelright,BW,"Master Bourgaillard, wheelright",2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,15.0,1.0,3.0,1.0,3.0,#69D19D,#6ED0A3,#ED5E96,#EE636D,#D590D1,#67D397,#D18FD6,#E57A96,#BBAD88,#EC6B42,#67D397,#6ED0A3,#ED5E96,#EE636D,#D590D1,#64D94A,#D18FD6,#E57A96,#BBAD88,#EC6B42
51.0,Innkeeper's wife,IK,Innkeeper's wife at Saint Pol,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,15.0,1.0,3.0,1.0,3.0,#69D19D,#6ED0A3,#ED5E96,#EE636D,#D590D1,#67D397,#D18FD6,#E57A96,#BBAD88,#EC6B42,#67D397,#6ED0A3,#ED5E96,#EE636D,#D590D1,#64D94A,#D18FD6,#E57A96,#BBAD88,#EC6B42
52.0,Hospital servant,SM,Servant at the hospital in M-sur-M,6.0,6.0,2.0,2.0,2.0,3.0,14.0,1.0,1.0,4.0,6.0,6.0,2.0,2.0,2.0,3.0,14.0,1.0,1.0,4.0,#90A347,#7AD74F,#67D397,#61E491,#61E491,#ED5E96,#EC5DAD,#86A1E0,#BBAD88,#D6A23D,#C4E243,#7AD74F,#67D397,#61E491,#61E491,#ED6095,#EC5DAD,#86A1E0,#BBAD88,#D6A23D
53.0,Booking clerk,BC,Booking clerk in Arras's court,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,15.0,1.0,3.0,1.0,3.0,#69D19D,#6ED0A3,#ED5E96,#EE636D,#D590D1,#67D397,#D18FD6,#E57A96,#BBAD88,#EC6B42,#67D397,#6ED0A3,#ED5E96,#EE636D,#D590D1,#64D94A,#D18FD6,#E57A96,#BBAD88,#EC6B42
54.0,Arras lawyer,AA,Lawyer in Arras's court,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,15.0,1.0,3.0,1.0,3.0,#69D19D,#6ED0A3,#ED5E96,#EE636D,#D590D1,#67D397,#D18FD6,#E57A96,#BBAD88,#EC6B42,#67D397,#6ED0A3,#ED5E96,#EE636D,#D590D1,#64D94A,#D18FD6,#E57A96,#BBAD88,#EC6B42
