Id,Label,name,description,ebcU,fgcU,wtc4U,wtc5U,wtc6U,sgcU,infU,louU,optU,eigU,ebcW,fgcW,wtc4W,wtc5W,wtc6W,sgcW,infW,louW,optW,eigW,ebcUcolor,fgcUcolor,wtc4Ucolor,wtc5Ucolor,wtc6Ucolor,sgcUcolor,infUcolor,louUcolor,optUcolor,eigUcolor,ebcWcolor,fgcWcolor,wtc4Wcolor,wtc5Wcolor,wtc6Wcolor,sgcWcolor,infWcolor,louWcolor,optWcolor,eigWcolor
10.0,Older child,XA,"Older Child, son of Thénardier, raised by Magnon",2.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,#67D1AC,#99D05F,#99D05F,#99D05F,#99D05F,#BBAD88,#DE9159,#99D05F,#DE9159,#BBAD88,#DE9159,#99D05F,#99D05F,#99D05F,#99D05F,#BBAD88,#DE9159,#99D05F,#DE9159,#BBAD88
11.0,Bourgeois man,BX,Bourgeois man in Luxemburg gardens,2.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,#67D1AC,#99D05F,#99D05F,#99D05F,#99D05F,#BBAD88,#DE9159,#99D05F,#DE9159,#BBAD88,#DE9159,#99D05F,#99D05F,#99D05F,#99D05F,#BBAD88,#DE9159,#99D05F,#DE9159,#BBAD88
12.0,Bourgeois son,BY,Bourgeois man's son,2.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,#67D1AC,#99D05F,#99D05F,#99D05F,#99D05F,#BBAD88,#DE9159,#99D05F,#DE9159,#BBAD88,#DE9159,#99D05F,#99D05F,#99D05F,#99D05F,#BBAD88,#DE9159,#99D05F,#DE9159,#BBAD88
13.0,Eponine,EP,"Eponine, daughter of the Thénardiers",3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#E57A96,#CF7BCE,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#CF7BCE,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
14.0,Joly,JO,"Joly, member Friends of the ABC",1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,#86A1E0,#DE9159,#DE9159,#DE9159,#DE9159,#BBAD88,#65C3CC,#CF7BCE,#CF7BCE,#BBAD88,#CF7BCE,#DE9159,#DE9159,#DE9159,#DE9159,#BBAD88,#65C3CC,#CF7BCE,#CF7BCE,#BBAD88
15.0,Grantaire,GT,"Grantaire, Friends of the ABC skeptic",1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,#86A1E0,#DE9159,#DE9159,#DE9159,#DE9159,#BBAD88,#65C3CC,#CF7BCE,#CF7BCE,#BBAD88,#CF7BCE,#DE9159,#DE9159,#DE9159,#DE9159,#BBAD88,#65C3CC,#CF7BCE,#CF7BCE,#BBAD88
16.0,Marius,MA,Marius,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#86A1E0,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
17.0,Javert's coachman,CJ,Coachman assisting Javert,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#86A1E0,#CF7BCE,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#CF7BCE,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
18.0,"Concierge, Gillenormand",CX,Concierge at Gillenormand,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#E0884C,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
19.0,Basque,BQ,"Basque, manservant to Gillenormand",4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#E0884C,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
20.0,Mlle Gillenormand,MG,"Mlle Gillenormand, unmarried daughter of Gillenormand",4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#E0884C,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
21.0,"Doctor, Gillenormand",DG,Doctor at Gillenormand,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#E0884C,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
22.0,M. Gillenormand,GI,"M. Gillenormand, Marius's grandfather",4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#E0884C,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
23.0,Boulatruelle,BZ,"Boulatruelle, former convict and road mender in Montfermeil",5.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#D86CDC,#CF7BCE,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#CF7BCE,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
24.0,Cosette,CO,"Cosette, daughter of Fantine",4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#E0884C,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
25.0,Azelma,AZ,"Azelma, daughter of the Thénardiers",6.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#B6BC6B,#CF7BCE,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#CF7BCE,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
26.0,"Concierge, l'Homme Armé",CY,Concierge at rue de l'Homme Armé,7.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,#D1CE3F,#CF7BCE,#65C3CC,#CF7BCE,#CF7BCE,#BBAD88,#99D05F,#DE9159,#99D05F,#BBAD88,#99D05F,#CF7BCE,#65C3CC,#CF7BCE,#CF7BCE,#BBAD88,#99D05F,#DE9159,#99D05F,#BBAD88
27.0,"Doctor, Valjean",DJ,Doctor to Valjean,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,#86A1E0,#CF7BCE,#65C3CC,#CF7BCE,#CF7BCE,#BBAD88,#99D05F,#DE9159,#99D05F,#BBAD88,#65C3CC,#CF7BCE,#65C3CC,#CF7BCE,#CF7BCE,#BBAD88,#99D05F,#DE9159,#99D05F,#BBAD88
28.0,Anonymous worker,WA,Anonymous worker at barricade,8.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,#72D553,#DE9159,#DE9159,#DE9159,#DE9159,#BBAD88,#65C3CC,#CF7BCE,#CF7BCE,#BBAD88,#CF7BCE,#DE9159,#DE9159,#DE9159,#DE9159,#BBAD88,#65C3CC,#CF7BCE,#CF7BCE,#BBAD88
29.0,Younger child,XB,"Younger Child, son of Thénardier, raised by Magnon",2.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,#67D1AC,#99D05F,#99D05F,#99D05F,#99D05F,#BBAD88,#DE9159,#99D05F,#DE9159,#BBAD88,#DE9159,#99D05F,#99D05F,#99D05F,#99D05F,#BBAD88,#DE9159,#99D05F,#DE9159,#BBAD88
30.0,Sewermen,SW,Sewermen,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#86A1E0,#CF7BCE,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#CF7BCE,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
31.0,Thénardier,TH,"Thénardier, innkeeper in Montfermeil, aka Jondrette",6.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#B6BC6B,#CF7BCE,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#CF7BCE,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
32.0,Nicolette,NI,"Nicolette, maid to Gillenormand",4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,#E0884C,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#65C3CC,#65C3CC,#CF7BCE,#65C3CC,#65C3CC,#BBAD88,#CF7BCE,#65C3CC,#65C3CC,#BBAD88
33.0,Concierge's husband,CZ,Husband of Concierge at rue de l'Homme Armé,7.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,#D1CE3F,#CF7BCE,#65C3CC,#CF7BCE,#CF7BCE,#BBAD88,#99D05F,#DE9159,#99D05F,#BBAD88,#99D05F,#CF7BCE,#65C3CC,#CF7BCE,#CF7BCE,#BBAD88,#99D05F,#DE9159,#99D05F,#BBAD88
